Date	Grid	Trapline	Station	Trap	Observer	TrapType	Feed Used	Species	Fate	Age	Sex	TagChange	Unique	TagLeft	TagRight	Weight	ReproCond	Lactating	Hindfoot	Tail	Ear	Skull Width	Skull Length	Parasites	Orange Mites (Y/N)	Orange Mite Vial	Weather	Temperature	Comments
22/07/2020	Falls	803	8	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Cool	
22/07/2020	Falls	803	9	1	JV	Sherman	Sunflower Seeds	ECHIP	New Tag	A	F	0	1	1712		95	NR	N									Cloudy	Cool	Rips in both ears
22/07/2020	Falls	803	10	1	JV	Sherman	Sunflower Seeds	WJM	Recap	A 	F	0	0	1371		23.5	LACT	Y									Cloudy	Cool	End of tail cut off by trap door
22/07/2020	Falls	803	10	2	JV	Sherman	Sunflower Seeds	ECHIP	New Tag	A	F	0	1	1713		75	NR	N									Cloudy	Cool	
22/07/2020	Falls	901	3	1	JV	Sherman	Sunflower Seeds	RS	New Tag	A	M	0	1	1710		160	NSCR										Cloudy	Cool	Bloody front paws
22/07/2020	Falls	303	1	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
22/07/2020	Falls	303	1	2	SF	Sherman	Sunflower Seeds	DM	Recap	A	F	0	0	1885	1884	17.5	LACT	Y									Cloudy	Warm	
22/07/2020	Falls	303	2	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
22/07/2020	Falls	303	2	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
22/07/2020	Falls	303	3	1	SF	Sherman	Sunflower Seeds	STS	Released																		Cloudy	Warm	
22/07/2020	Falls	303	3	2	SF	Sherman	Sunflower Seeds	DM	New Tag	A	M	0	1	1915	1914	21	SCR										Cloudy	Warm	
22/07/2020	Falls	303	4	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
22/07/2020	Falls	303	4	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
22/07/2020	Falls	303	5	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
22/07/2020	Falls	303	5	2	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	M	0	1	1913	1912	15.5	SCR										Cloudy	Warm	
22/07/2020	Falls	303	8	1	SF	Sherman	Sunflower Seeds	STS	Released																		Cloudy	Warm	
22/07/2020	Falls	303	9	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
22/07/2020	Falls	401	3	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
22/07/2020	Falls	401	4	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
22/07/2020	Falls	401	4	2	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	F	0	1	1911	1910	12	NR	N									Cloudy	Warm	
22/07/2020	Falls	401	5	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
22/07/2020	Falls	401	5	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
22/07/2020	Falls	401	6	1	SF	Sherman	Sunflower Seeds	RS	New Tag	A	F	0	1	1927		105	NR	N									Cloudy	Warm	
22/07/2020	Falls	501	1	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
22/07/2020	Falls	501	1	2	SF	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	1897	1896	16.5	NR	N									Cloudy	Warm	
22/07/2020	Falls	501	2	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
22/07/2020	Falls	501	2	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
22/07/2020	Falls	501	3	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
22/07/2020	Falls	501	3	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
22/07/2020	Falls	501	4	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
22/07/2020	Falls	501	4	2	SF	Sherman	Sunflower Seeds	RBV	New Tag	A	F	0	1	1981		21	PERF	N									Cloudy	Warm	
22/07/2020	Falls	501	7	1	SF	Sherman	Sunflower Seeds	DM	Recap	A	M	0	0	1893	1892	21	SCR										Cloudy	Warm	Botfly guy from before
22/07/2020	Falls	501	7	2	SF	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	1891	1890	17	NR	N									Cloudy	Warm	
22/07/2020	Falls	501	8	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
22/07/2020	Falls	501	8	2	SF	Sherman	Sunflower Seeds	RS	New Tag	A	M	0	1	1903		180	SCR										Cloudy	Warm	
22/07/2020	Falls	501	9	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
22/07/2020	Falls	501	9	2	SF	Sherman	Sunflower Seeds	DM	New Tag	A	F	0	1	1923	1922	20	LACT	Y									Cloudy	Warm	
22/07/2020	Falls	501	10	1	SF	Sherman	Sunflower Seeds	RS	New Tag	A	M	0	1	1879		110	NSCR										Cloudy	Warm	
22/07/2020	Falls	503	1	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
22/07/2020	Falls	503	1	2	SF	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	1889	1888	15	NR	N									Cloudy	Warm	
22/07/2020	Falls	503	2	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
22/07/2020	Falls	503	2	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
22/07/2020	Falls	503	3	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
22/07/2020	Falls	503	4	1	SF	Sherman	Sunflower Seeds	RBV	New Tag	A	M	0	1	1979		30	SCR								Y		Cloudy	Warm	Both ears - middle of edge
22/07/2020	Falls	503	5	1	SF	Sherman	Sunflower Seeds	Trap Disturbance																			Cloudy	Warm	Marten took trap - paw caught in door. Released marten (jasmine is my hero)
22/07/2020	Falls	503	7	1	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	M	0	1	1921	1920	15	NSCR										Cloudy	Warm	
22/07/2020	Falls	503	8	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
22/07/2020	Falls	503	8	2	SF	Sherman	Sunflower Seeds	DM	Recap	J	F	0	0	1887	1886	14	NR	N									Cloudy	Warm	
22/07/2020	Falls	503	9	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
22/07/2020	Falls	503	9	2	SF	Sherman	Sunflower Seeds	DM	New Tag	J	M	0	1	1919	1918	17	NSCR										Cloudy	Warm	
22/07/2020	Falls	503	10	1	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	M	0	1	1917	1916		SCR										Cloudy	Warm	Trap on it's side - forgot to weigh bag
21/08/2020	Falls	701	1	1	JV	Sherman	Sunflower Seeds	DM	Recap	SA	M	0	0	1723	1722	15	NSCR										Foggy	Cool	
21/08/2020	Falls	701	1	2	JV	Sherman	Sunflower Seeds	DM	New Tag	SA	F	0	1	0229	0228	15.5	NR	N									Foggy	Cool	
21/08/2020	Falls	701	2	1	JV	Sherman	Sunflower Seeds	DM	New Tag	SA	M	0	1	0227	0226	17	NSCR										Foggy	Cool	
21/08/2020	Falls	701	2	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Cool	
21/08/2020	Falls	701	3	1	JV	Sherman	Sunflower Seeds	Trap Disturbance																			Foggy	Cool	
21/08/2020	Falls	701	3	2	JV	Sherman	Sunflower Seeds	WJM	Recap	A	M	0	0	0250		20.5	NSCR										Foggy	Cool	
21/08/2020	Falls	701	4	1	JV	Sherman	Sunflower Seeds	WEASEL	Released																		Foggy	Cool	
21/08/2020	Falls	701	4	2	JV	Sherman	Sunflower Seeds	DM	Recap	SA	M	0	0	1704	1703	15.5	NSCR										Foggy	Cool	
21/08/2020	Falls	701	5	1	JV	Sherman	Sunflower Seeds	ECHIP	Recap	A	F	0	0	0247		85	NR	N									Foggy	Cool	
21/08/2020	Falls	701	5	2	JV	Sherman	Sunflower Seeds	DM	Recap	A	M	0	0	1721	1720	19.5	NSCR										Foggy	Cool	
21/08/2020	Falls	701	6	1	JV	Sherman	Sunflower Seeds	WJM	Recap	J	F	0	0	1954		16	NR	N									Foggy	Cool	
21/08/2020	Falls	701	6	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Cool	
21/08/2020	Falls	701	7	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Cool	
21/08/2020	Falls	701	7	2	JV	Sherman	Sunflower Seeds	DM	Recap	A	F	0	0	0019	0018	19.5	NR	N									Foggy	Cool	
21/08/2020	Falls	701	8	1	JV	Sherman	Sunflower Seeds	RBV	Recap	A	F	0	0	1955		23	NR	N							Y		Foggy	Cool	Orange mites at base of both ears
21/08/2020	Falls	701	8	2	JV	Sherman	Sunflower Seeds	STS	Released																		Foggy	Cool	
21/08/2020	Falls	701	9	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Cool	
21/08/2020	Falls	701	9	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Cool	
21/08/2020	Falls	701	10	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Cool	
21/08/2020	Falls	701	10	2	JV	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	0007	0006	16.5	NR	N									Foggy	Cool	
21/08/2020	Falls	703	1	1	JV	Sherman	Sunflower Seeds	DM	Recap	A	F	0	0	0022	0021	18	NR	N									Foggy	Cool	
21/08/2020	Falls	703	1	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Cool	
21/08/2020	Falls	703	2	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Cool	
21/08/2020	Falls	703	2	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Cool	
21/08/2020	Falls	703	3	1	JV	Sherman	Sunflower Seeds	RBV	Recap	A	F	0	0	0248		23.5	LACT	Y							Y		Foggy	Cool	"Missing tail, orange mites at base of both ears"
21/08/2020	Falls	703	3	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Cool	
21/08/2020	Falls	703	4	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Cool	
21/08/2020	Falls	703	4	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Cool	
21/08/2020	Falls	703	5	1	JV	Sherman	Sunflower Seeds	DM	Recap	A	F	0	0	1539	1538	17.5	NR	N									Foggy	Cool	
21/08/2020	Falls	703	5	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Cool	
21/08/2020	Falls	703	6	1	JV	Sherman	Sunflower Seeds	DM	Recap	SA	M	0	0	1702	1701	17.5	NSCR										Foggy	Cool	
21/08/2020	Falls	703	6	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Cool	
21/08/2020	Falls	703	7	1	JV	Sherman	Sunflower Seeds	DM	Recap	A	M	0	0	0027	0026	19.5	NSCR										Foggy	Cool	
21/08/2020	Falls	703	7	2	JV	Sherman	Sunflower Seeds	DM	Recap	A	M	0	0	0238	0237	19	NSCR										Foggy	Cool	
21/08/2020	Falls	703	8	1	JV	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	1480	1479	16.5	NR	N									Foggy	Cool	Bald patch in front of L ear
21/08/2020	Falls	703	8	2	JV	Sherman	Sunflower Seeds	WJM	Recap	A	F	0	0	0028		21.5	NR	N									Foggy	Cool	
21/08/2020	Falls	703	9	1	JV	Sherman	Sunflower Seeds	DM	Recap	A	F	0	0	1533	1532	21	NR	N									Foggy	Cool	
21/08/2020	Falls	703	9	2	JV	Sherman	Sunflower Seeds	DM	Recap	A	M	0	0	1537	1536	19.5	NSCR										Foggy	Cool	
21/08/2020	Falls	703	10	1	JV	Sherman	Sunflower Seeds	RBV	New Tag	A	M	0	1	0230		26	SCR								Y		Foggy	Cool	"Orange mites at base of both ears, strange lump next to genitals on R side around the same size as penis with puss and blood around area, 1 flea observed"
21/08/2020	Falls	703	10	2	JV	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	1482	1481	17.5	NR	N									Foggy	Cool	Bald patch on R side of head below ear
21/08/2020	Falls	801	2	1	JV	Sherman	Sunflower Seeds	SOREX	Trap Death																		Foggy	Cool	
21/08/2020	Falls	801	2	2	JV	Sherman	Sunflower Seeds	ECHIP	Recap	A	M	0	0	1715		95	NSCR										Foggy	Cool	Botfly above genitals
21/08/2020	Falls	801	3	1	JV	Sherman	Sunflower Seeds	DM	Recap	SA	M	0	0	1719	1718	17	NSCR										Foggy	Cool	
21/08/2020	Falls	801	3	2	JV	Sherman	Sunflower Seeds	ECHIP	Recap	A	M	0	0	0001		100	NSCR										Foggy	Cool	
21/08/2020	Falls	801	4	1	JV	Sherman	Sunflower Seeds	DM	Recap	J	M	0	0	0233	0232	16	NSCR										Foggy	Cool	
21/08/2020	Falls	801	4	2	JV	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	1494	1493	15.5	NR	N									Foggy	Cool	
21/08/2020	Falls	801	5	1	JV	Sherman	Sunflower Seeds	ECHIP	Released					1715													Foggy	Cool	Caught in previous trap
21/08/2020	Falls	801	5	2	JV	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	1717	1716	17	NR	N									Foggy	Cool	
21/08/2020	Falls	801	6	1	JV	Sherman	Sunflower Seeds	STS	Released																		Foggy	Cool	
21/08/2020	Falls	801	6	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Cool	
21/08/2020	Falls	801	7	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Cool	
21/08/2020	Falls	801	7	2	JV	Sherman	Sunflower Seeds	DM	New Tag	J	F	0	1	0175	0174	14.5	NR	N									Foggy	Cool	
21/08/2020	Falls	801	8	1	JV	Sherman	Sunflower Seeds	ECHIP	Released					1715													Foggy	Cool	Caught in previous trap
21/08/2020	Falls	801	9	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Cool	
21/08/2020	Falls	801	10	1	JV	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	0016	0015	15.5	NR	N									Foggy	Cool	
21/08/2020	Falls	803	1	1	JV	Sherman	Sunflower Seeds	ECHIP	New Tag	A	M	0	1	0170		90	NSCR										Foggy	Cool	Two botflies above genitals
21/08/2020	Falls	803	2	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Cool	
21/08/2020	Falls	803	2	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Cool	
21/08/2020	Falls	803	3	1	JV	Sherman	Sunflower Seeds	WJM	New Tag	A	M	0	1	0171		24.5	SCR										Foggy	Cool	
21/08/2020	Falls	803	3	2	JV	Sherman	Sunflower Seeds	DM	Recap	A	M	0	0	0243	0242	21	NSCR										Foggy	Cool	Scab on L ear
21/08/2020	Falls	803	4	1	JV	Sherman	Sunflower Seeds	STS	Trap Death																		Foggy	Cool	
21/08/2020	Falls	803	4	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Cool	
21/08/2020	Falls	803	5	1	JV	Sherman	Sunflower Seeds	WJM	Recap	A	F	0	0	1371		26.5	LACT	Y									Foggy	Cool	
21/08/2020	Falls	803	6	1	JV	Sherman	Sunflower Seeds	ECHIP	Released					1711													Foggy	Cool	"Caught in previous trap, end of tail caught in trap door"
21/08/2020	Falls	803	6	2	JV	Sherman	Sunflower Seeds	ECHIP	Released						1952												Foggy	Cool	"Caught in previous trap, botfly gone"
21/08/2020	Falls	803	7	1	JV	Sherman	Sunflower Seeds	WJM	Recap	A	F	0	0	0231		22.5	NR	N									Foggy	Cool	
21/08/2020	Falls	803	7	2	JV	Sherman	Sunflower Seeds	WJM	Recap	A	F	0	0	0049		22.5	NR	N									Foggy	Cool	
21/08/2020	Falls	803	8	1	JV	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	0245	0244	16	NR	N									Foggy	Cool	
21/08/2020	Falls	803	8	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Cool	
21/08/2020	Falls	803	9	1	JV	Sherman	Sunflower Seeds	WJM	Recap	A	F	0	0	0050		28.5	LACT	Y									Foggy	Cool	
21/08/2020	Falls	803	9	2	JV	Sherman	Sunflower Seeds	DM	New Tag	SA	F	0	1	0173	0172	16	NR	N									Foggy	Cool	Holes in R ear
21/08/2020	Falls	803	10	1	JV	Sherman	Sunflower Seeds	ECHIP	Recap	A	F	0	0	1711		80	NR	N									Foggy	Cool	Botfly above genitals
21/08/2020	Falls	803	10	2	JV	Sherman	Sunflower Seeds	ECHIP	Recap	A	F	0	0		1952	95	NR	N									Foggy	Cool	Botfly above genitals about to emerge
21/08/2020	Falls	901	1	1	JV	Sherman	Sunflower Seeds	DM	New Tag	A	M	0	1	0169	0168	18.5	NSCR										Foggy	Cool	
21/08/2020	Falls	901	1	2	JV	Sherman	Sunflower Seeds	ECHIP	New Tag	A	F	0	1	0167		95	NR	N									Foggy	Cool	Botfly above genitals
21/08/2020	Falls	901	9	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Cool	
21/08/2020	Falls	901	9	2	JV	Sherman	Sunflower Seeds	ECHIP	New Tag	A	F	0	1	0166		90	NR	N									Foggy	Cool	
21/08/2020	Falls	901	10	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Cool	
21/08/2020	Falls	303	1	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	303	1	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	303	2	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	303	2	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	303	3	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	303	3	2	SF	Sherman	Sunflower Seeds	ECHIP	New Tag	A	M	0	1	0278		75	NSCR										Raining	Cold	Tear in L ear
21/08/2020	Falls	303	4	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	303	4	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	303	5	1	SF	Sherman	Sunflower Seeds	STS	Released																		Raining	Cold	
21/08/2020	Falls	303	5	2	SF	Sherman	Sunflower Seeds	DM	New Tag	A	M	0	1	0296	0295	17.5	NSCR										Raining	Cold	
21/08/2020	Falls	303	6	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	303	6	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	303	7	1	SF	Sherman	Sunflower Seeds	DM	Recap	A	M	0	0	0126	1997	22.5	SCR										Raining	Cold	
21/08/2020	Falls	303	7	2	SF	Sherman	Sunflower Seeds	DM	Recap	A	F	0	0	1885	1884	21	PERF	N									Raining	Cold	
21/08/2020	Falls	303	8	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	303	8	2	SF	Sherman	Sunflower Seeds	DM	Recap	SA	M	0	0	1883	1882	17.5	NSCR										Raining	Cold	
21/08/2020	Falls	303	9	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	303	9	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	303	10	1	SF	Sherman	Sunflower Seeds	ECHIP	Recap	A	F	0	0	0137		90	NR	N									Raining	Cold	
21/08/2020	Falls	303	10	2	SF	Sherman	Sunflower Seeds	STS	Trap Death																		Raining	Cold	
21/08/2020	Falls	401	1	1	SF	Sherman	Sunflower Seeds	STS	Released																		Raining	Cold	
21/08/2020	Falls	401	1	2	SF	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	0067	0066	15.5	NR	N									Raining	Cold	
21/08/2020	Falls	401	2	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	401	2	2	SF	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	1911	1910	15	PERF	N									Raining	Cold	
21/08/2020	Falls	401	3	1	SF	Sherman	Sunflower Seeds	DM	Recap	A	F	0	0	0065	0064	19	PERF	N									Raining	Cold	
21/08/2020	Falls	401	4	1	SF	Sherman	Sunflower Seeds	DM	Recap	A	M	0	0	1996	1995	17.5	NSCR										Raining	Cold	
21/08/2020	Falls	401	4	2	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	F	0	1	0294	0293	16	NR	N									Raining	Cold	
21/08/2020	Falls	401	5	1	SF	Sherman	Sunflower Seeds	ECHIP	New Tag	A	F	0	1	0279		90	NR	N									Raining	Cold	Botfly on abdomen
21/08/2020	Falls	401	5	2	SF	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	0132	0131	15	NR	N									Raining	Cold	
21/08/2020	Falls	401	6	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	401	6	2	SF	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	1925	1924	15.5	PERF	N									Raining	Cold	
21/08/2020	Falls	401	7	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	401	7	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	401	8	1	SF	Sherman	Sunflower Seeds	STS	Released																		Raining	Cold	
21/08/2020	Falls	401	8	2	SF	Sherman	Sunflower Seeds	ECHIP	New Tag	A	M	0	1	0276		70	NSCR										Raining	Cold	
21/08/2020	Falls	401	9	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	401	9	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	401	10	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	401	10	2	SF	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	0148	0147	14	NR	N									Raining	Cold	
21/08/2020	Falls	501	1	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	501	1	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	501	2	1	SF	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	0114	0113	16	NR	N									Raining	Cold	
21/08/2020	Falls	501	2	2	SF	Sherman	Sunflower Seeds	STS	Released																		Raining	Cold	
21/08/2020	Falls	501	3	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	501	3	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	501	4	1	SF	Sherman	Sunflower Seeds	ECHIP	New Tag	A	M	0	1	0102		85	NSCR										Raining	Cold	
21/08/2020	Falls	501	4	2	SF	Sherman	Sunflower Seeds	STS	Released																		Raining	Cold	
21/08/2020	Falls	501	5	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	501	5	2	SF	Sherman	Sunflower Seeds	DM	Recap	A	F	0	0	0144	0143	22	PREG	N									Raining	Cold	Botfly on neck
21/08/2020	Falls	501	6	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	501	6	2	SF	Sherman	Sunflower Seeds	DM	Recap	A	F	0	0	1909	1908	25.5	PREG/LACT	Y									Raining	Cold	
21/08/2020	Falls	501	7	1	SF	Sherman	Sunflower Seeds	STS	Released																		Raining	Cold	
21/08/2020	Falls	501	7	2	SF	Sherman	Sunflower Seeds	STS	Released																		Raining	Cold	
21/08/2020	Falls	501	8	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	501	8	2	SF	Sherman	Sunflower Seeds	STS	Released																		Raining	Cold	
21/08/2020	Falls	501	9	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	501	10	1	SF	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	0074	0073	18	NR	N									Raining	Cold	
21/08/2020	Falls	501	10	2	SF	Sherman	Sunflower Seeds	DM	New Tag	J	F	0	1	0300	0299	14	NR	N									Raining	Cold	
21/08/2020	Falls	503	1	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	503	1	2	SF	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	0106	0105	16	NR	N									Raining	Cold	
21/08/2020	Falls	503	2	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	503	2	2	SF	Sherman	Sunflower Seeds	STS	Trap Death																		Raining	Cold	
21/08/2020	Falls	503	3	1	SF	Sherman	Sunflower Seeds	STS	Trap Death																		Raining	Cold	
21/08/2020	Falls	503	3	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	503	4	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	503	4	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	503	5	1	SF	Sherman	Sunflower Seeds	STS	Released																		Raining	Cold	
21/08/2020	Falls	503	5	2	SF	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	0108	0107	15	NR	N									Raining	Cold	
21/08/2020	Falls	503	6	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	503	6	2	SF	Sherman	Sunflower Seeds	STS	Released																		Raining	Cold	
21/08/2020	Falls	503	7	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	503	7	2	SF	Sherman	Sunflower Seeds	STS	Trap Death																		Raining	Cold	
21/08/2020	Falls	503	8	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	503	8	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	503	9	1	SF	Sherman	Sunflower Seeds	STS	Released																		Raining	Cold	
21/08/2020	Falls	503	9	2	SF	Sherman	Sunflower Seeds	RBV	Recap	A	F	0	0	0127		25.5	PERF	N									Raining	Cold	
21/08/2020	Falls	503	10	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Cold	
21/08/2020	Falls	503	10	2	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	M	0	1	0298	0297	18.5	NSCR										Raining	Cold	
21/07/2020	Falls	701	7	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Cool	
21/07/2020	Falls	701	8	1	JV	Sherman	Sunflower Seeds	WJM	Recap	A	F	0	0	1013		22.5	LACT	Y									Foggy	Cool	
21/07/2020	Falls	701	10	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Cool	
21/07/2020	Falls	703	1	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Cool	
21/07/2020	Falls	703	2	1	JV	Sherman	Sunflower Seeds	WJM	New Tag	A	F	0	1	1540		23	LACT	Y									Foggy	Cool	
21/07/2020	Falls	703	3	1	JV	Sherman	Sunflower Seeds	DM	New Tag	SA	F	0	1	1539	1538	15.5	NR	N									Foggy	Cool	
