Date	Grid	Trapline	Species	Fate	Age	Sex	TagLeft	TagRight	Orange Mites (Y/N)	Weight	ReproCond	Year
22/07/2020	Falls	8	1	New Tag	SA	1	1719	1718	0	16	NSCR	4
23/07/2020	Falls	8	1	Recap	SA	1	1719	1718	0	15.5	NSCR	4
05/08/2020	Falls	7	1	Recap	A	1	1721	1720	0	17.5	SCR	4
06/08/2020	Falls	7	1	Recap	A	1	1721	1720	0	16.5	SCR	4
21/08/2020	Falls	7	1	Recap	A	1	1721	1720	0	19.5	NSCR	4
22/07/2020	Falls	7	1	New Tag	A	1	1721	1720	0	18	NSCR	4
04/08/2020	Falls	7	1	Recap	SA	1	1723	1722	0	15	NSCR	4
05/08/2020	Falls	7	1	Recap	SA	1	1723	1722	0	15.5	NSCR	4
19/08/2020	Falls	7	1	Recap	SA	1	1723	1722	0	15.5	NSCR	4
21/08/2020	Falls	7	1	Recap	SA	1	1723	1722	0	15	NSCR	4
22/07/2020	Falls	7	1	New Tag	J	1	1723	1722	0	14	NSCR	4
23/07/2020	Falls	7	1	Recap	J	1	1723	1722	0	14.5	NSCR	4
06/08/2020	Falls	7	1	Recap	A	2	1725	1724	0	20	PERF	4
20/08/2020	Falls	7	1	Recap	A	2	1725	1724	0	22	NR	4
22/07/2020	Falls	7	1	New Tag	A	2	1725	1724	0	21.5	PREG/LACT	4
23/07/2020	Falls	7	1	Recap	A	2	1725	1724	0	22	NR	4
29/07/2020	Falls	4	1	New Tag	SA	2	1728	1727	0	13.5	NR	4
29/07/2020	Falls	4	1	New Tag	J	2	1732	1731	0	10.5	NR	4
11/08/2020	Falls	1	1	Recap	A	2	1738	1737	0	19.5	NR	4
12/08/2020	Falls	1	1	Recap	A	2	1738	1737	0	22	NR	4
28/07/2020	Falls	1	1	New Tag	A	2	1738	1737	0	21.5	NR	4
29/07/2020	Falls	1	1	Recap	A	2	1738	1737	0	20	NR	4
30/07/2020	Falls	1	1	Recap	A	2	1738	1737	0	20.5	NR	4
12/08/2020	Falls	1	1	Recap	A	2	1743	1742	0	18.5	NR	4
28/07/2020	Falls	1	1	New Tag	SA	2	1743	1742	0	17.5	NR	4
23/07/2020	Falls	8	1	New Tag	A	1	1746	1745	0	18	NSCR	4
06/08/2020	Falls	8	1	Recap	J	2	1748	1747	0	14.5	NR	4
23/07/2020	Falls	8	1	New Tag	J	2	1748	1747	1	13.5	NR	4
23/07/2020	Falls	8	1	New Tag	SA	1	1750	1749	0	17.5	SCR	4
12/08/2020	Falls	3	1	Recap	SA	1	1803	1802	0	17.5	NSCR	4
14/07/2020	Falls	3	1	New Tag	SA	1	1803	1802	0	15.5	NSCR	4
29/07/2020	Falls	3	1	Recap	SA	1	1803	1802	0	16	NSCR	4
14/07/2020	Falls	2	1	New Tag	J	2	1805	1804	0	14.5	NR	4
14/07/2020	Falls	2	1	New Tag	SA	2	1807	1806	0	19.5	NR	4
14/07/2020	Falls	2	1	New Tag	J	2	1809	1808	0	14.5	NR	4
14/07/2020	Falls	2	1	New Tag	SA	2	1811	1810	0	20	NR	4
14/07/2020	Falls	2	1	New Tag	SA	1	1813	1812	0	17	SCR	4
14/07/2020	Falls	2	1	New Tag	SA	1	1815	1814	0	15	NSCR	4
11/08/2020	Falls	2	1	Recap	SA	1	1817	1816	0	17	NSCR	4
14/07/2020	Falls	2	1	New Tag	SA	1	1817	1816	0	14.5	NSCR	4
14/07/2020	Falls	2	1	New Tag	A	2	1819	1818	0	22.5	LACT	4
29/07/2020	Falls	2	1	Recap	A	2	1819	1818	0	23.5	PREG/LACT	4
14/07/2020	Falls	2	1	New Tag	A	2	1821	1820	0	24	LACT	4
28/07/2020	Falls	2	1	Recap	A	2	1821	1125	0	23.5	LACT	4
29/07/2020	Falls	2	1	Recap	A	2	1821	1125	0	24	LACT	4
14/07/2020	Falls	2	1	New Tag	SA	2	1823	1822	0	19.5	LACT	4
14/07/2020	Falls	2	1	New Tag	A	1	1825	1824	0	18.5	NSCR	4
16/07/2020	Falls	1	1	New Tag	SA	1	1827	1826	0	16.5	NSCR	4
29/07/2020	Falls	1	1	Recap	SA	1	1827	1826	0	17	NSCR	4
30/07/2020	Falls	1	1	Recap	SA	1	1827	1826	0	16	NSCR	4
12/08/2020	Falls	1	1	Recap	SA	2	1829	1740	0	16	NR	4
13/08/2020	Falls	1	1	Recap	SA	2	1829	1740	0	17.5	NR	4
16/07/2020	Falls	1	1	New Tag	SA	2	1829	1828	0	16.5	NR	4
17/07/2020	Falls	1	1	Recap	SA	2	1829	1828	0	16.5	PERF	4
28/07/2020	Falls	1	1	Recap	SA	2	1829	1740	0	18.5	NR	4
29/07/2020	Falls	1	1	Recap	SA	2	1829	1740	0	16	NR	4
30/07/2020	Falls	1	1	Recap	SA	2	1829	1740	0	16.5	NR	4
16/07/2020	Falls	1	1	New Tag	SA	1	1831	1830	0	16.5	NSCR	4
30/07/2020	Falls	1	1	Recap	SA	1	1831	1830	0	17	NSCR	4
11/08/2020	Falls	1	1	Recap	A	1	1833	1832	0	17.5	SCR	4
16/07/2020	Falls	1	1	New Tag	SA	1	1833	1832	0	16.5	NSCR	4
17/07/2020	Falls	1	1	Recap	SA	1	1833	1832	0	17.5	NSCR	4
28/07/2020	Falls	1	1	Recap	A	1	1833	1832	0	19.5	NSCR	4
29/07/2020	Falls	1	1	Recap	A	1	1833	1832	0	19.5	NSCR	4
30/07/2020	Falls	1	1	Recap	A	1	1833	1832	0	18.5	NSCR	4
12/08/2020	Falls	1	1	Recap	SA	2	1835	1733	0	17	NR	4
13/08/2020	Falls	1	1	Recap	A	2	1835	1733	0	21.5	NR	4
16/07/2020	Falls	1	1	New Tag	SA	2	1835	1834	0	15.5	NR	4
17/07/2020	Falls	1	1	Recap	SA	2	1835	1834	0	17	PERF	4
28/07/2020	Falls	1	1	Recap	SA	2	1835	1834	0	17	NR	4
29/07/2020	Falls	1	1	Recap	SA	2	1835	1733	0	16	NR	4
30/07/2020	Falls	1	1	Recap	SA	2	1835	1733	0	14.5	NR	4
16/07/2020	Falls	1	1	New Tag	A	2	1837	1836	0	19.5	LACT	4
28/07/2020	Falls	1	1	Recap	A	2	1837	1836	0	21	NR	4
30/07/2020	Falls	1	1	Recap	A	2	1837	1836	0	20.5	NR	4
11/08/2020	Falls	1	1	Recap	SA	2	1839	1838	0	15.5	PERF	4
16/07/2020	Falls	1	1	New Tag	SA	2	1839	1838	0	17.5	NR	4
29/07/2020	Falls	1	1	Recap	SA	2	1839	1838	0	17.5	NR	4
16/07/2020	Falls	1	1	New Tag	SA	1	1841	1840	0	15.5	NSCR	4
11/08/2020	Falls	1	1	Recap	A	1	1844	1843	0	22	SCR	4
12/08/2020	Falls	1	1	Recap	A	1	1844	1843	0	20.5	NSCR	4
16/07/2020	Falls	1	1	New Tag	A	1	1844	1843	0	20.5	SCR	4
17/07/2020	Falls	1	1	Recap	A	1	1844	1843	0	21.4	SCR	4
28/07/2020	Falls	1	1	Recap	A	1	1844	1843	0	20	NSCR	4
29/07/2020	Falls	1	1	Recap	A	1	1844	1843	0	18.5	NSCR	4
30/07/2020	Falls	1	1	Recap	A	1	1844	1843	0	19	NSCR	4
11/08/2020	Falls	4	1	Recap	SA	1	1847	1846	0	22	NSCR	4
16/07/2020	Falls	4	1	New Tag	SA	1	1847	1846	0	23.5	SCR	4
15/07/2020	Falls	4	1	New Tag	A	2	1850	1849	0	22.5	LACT	4
16/07/2020	Falls	4	1	Recap	SA	2	1850	1849	0	14	LACT	4
17/07/2020	Falls	4	1	Recap	A	2	1850	1849	0	21	NR	4
12/08/2020	Falls	1	1	Recap	SA	1	1855	1854	0	19	NSCR	4
17/07/2020	Falls	1	1	New Tag	SA	1	1855	1854	0	17	NSCR	4
29/07/2020	Falls	1	1	Recap	SA	1	1855	1854	0	17	NSCR	4
30/07/2020	Falls	1	1	Recap	SA	1	1855	1854	0	16.5	NSCR	4
11/08/2020	Falls	1	1	Recap	J	2	1857	1736	0	16.5	NR	4
17/07/2020	Falls	1	1	New Tag	J	2	1857	1856	0	16.5	NR	4
28/07/2020	Falls	1	1	Recap	J	2	1857	1736	0	14.5	NR	4
29/07/2020	Falls	1	1	Recap	J	2	1857	1736	0	15.5	NR	4
11/08/2020	Falls	1	1	Recap	SA	1	1859	1858	0	17	SCR	4
11/08/2020	Falls	1	1	Recap	SA	1	1859	1858	0	17	SCR	4
12/08/2020	Falls	1	1	Recap	SA	1	1859	1858	0	16.5	NSCR	4
13/08/2020	Falls	1	1	Recap	SA	1	1859	1858	0	16.5	NSCR	4
17/07/2020	Falls	1	1	New Tag	SA	1	1859	1858	0	17	NSCR	4
29/07/2020	Falls	1	1	Recap	SA	1	1859	1858	0	16	NSCR	4
30/07/2020	Falls	1	1	Recap	SA	1	1859	1858	0	16	NSCR	4
12/08/2020	Falls	1	1	Recap	A	2	1862	1861	0	17.5	PREG	4
17/07/2020	Falls	1	1	New Tag	SA	2	1862	1861	0	15.5	NR	4
28/07/2020	Falls	1	1	Recap	J	2	1862	1861	0	14.5	NR	4
16/07/2020	Falls	1	1	New Tag	SA	1	1864	1863	0	15	NSCR	4
11/08/2020	Falls	1	1	Recap	A	2	1866	1865	0	18	NR	4
13/08/2020	Falls	1	1	Recap	A	2	1866	1865	0	17	PERF	4
16/07/2020	Falls	1	1	New Tag	A	2	1866	1865	0	18	NR	4
29/07/2020	Falls	1	1	Recap	A	2	1866	1865	0	17	PERF	4
16/07/2020	Falls	1	1	New Tag	A	1	1868	1867	0	15.5	SCR	4
11/08/2020	Falls	1	1	Recap	SA	2	1870	1869	0	16.5	NR	4
16/07/2020	Falls	1	1	New Tag	SA	2	1870	1869	0	12.5	NR	4
29/07/2020	Falls	1	1	Recap	SA	2	1870	1869	0	13.5	NR	4
16/07/2020	Falls	1	1	New Tag	SA	1	1872	1871	0	15.5	NSCR	4
11/08/2020	Falls	1	1	Recap	A	2	1875	1874	0	18	PREG	4
16/07/2020	Falls	1	1	New Tag	A	2	1875	1874	0	17.5	NR	4
29/07/2020	Falls	1	1	Recap	A	2	1875	1874	0	17.5	PERF	4
06/08/2020	Falls	3	1	Recap	SA	2	1881	1880	0	18.5	NR	4
19/08/2020	Falls	3	1	Recap	SA	2	1881	1880	0	16	PERF	4
20/08/2020	Falls	3	1	Recap	SA	2	1881	1880	0	15.5	PERF	4
21/07/2020	Falls	3	1	New Tag	J	2	1881	1880	1	12	NR	4
23/07/2020	Falls	3	1	Recap	J	2	1881	1880	1	13	NR	4
19/08/2020	Falls	3	1	Recap	SA	1	1883	1882	0	17	NSCR	4
20/08/2020	Falls	3	1	Recap	SA	1	1883	1882	0	16	NSCR	4
21/07/2020	Falls	3	1	New Tag	SA	1	1883	1882	0	15	NSCR	4
21/08/2020	Falls	3	1	Recap	SA	1	1883	1882	0	17.5	NSCR	4
23/07/2020	Falls	3	1	Recap	SA	1	1883	1882	0	17.5	SCR	4
05/08/2020	Falls	3	1	Recap	A	2	1885	1884	0	21	NR	4
19/08/2020	Falls	3	1	Recap	A	2	1885	1884	0	22.5	PERF	4
20/08/2020	Falls	3	1	Recap	A	2	1885	1884	0	21	PERF	4
21/07/2020	Falls	3	1	New Tag	A	2	1885	1884	1	18.5	LACT	4
21/08/2020	Falls	3	1	Recap	A	2	1885	1884	0	21	PERF	4
22/07/2020	Falls	3	1	Recap	A	2	1885	1884	1	17.5	LACT	4
23/07/2020	Falls	3	1	Recap	A	2	1885	1884	1	21	LACT	4
20/08/2020	Falls	5	1	Recap	SA	2	1887	1886	0	15	NR	4
21/07/2020	Falls	5	1	New Tag	J	2	1887	1886	0	14.5	NR	4
22/07/2020	Falls	5	1	Recap	J	2	1887	1886	0	14	NR	4
04/08/2020	Falls	5	1	Recap	SA	2	1889	1888	0	17	PERF	4
05/08/2020	Falls	5	1	Recap	SA	2	1889	1888	0	15.5	NR	4
06/08/2020	Falls	5	1	Recap	SA	2	1889	0083	0	15	NR	4
19/08/2020	Falls	5	1	Recap	SA	2	1889	0083	0	17	NR	4
20/08/2020	Falls	5	1	Recap	A	2	1889	0083	0	17	PERF	4
21/07/2020	Falls	5	1	New Tag	SA	2	1889	1888	0	16.5	NR	4
22/07/2020	Falls	5	1	Recap	SA	2	1889	1888	0	15	NR	4
21/07/2020	Falls	5	1	New Tag	SA	2	1891	1890	0	17	NR	4
22/07/2020	Falls	5	1	Recap	SA	2	1891	1890	0	17	NR	4
23/07/2020	Falls	5	1	Recap	SA	2	1891	1890	0	16.5	NR	4
21/07/2020	Falls	5	1	New Tag	A	1	1893	1892	0	21	SCR	4
22/07/2020	Falls	5	1	Recap	A	1	1893	1892	0	21	SCR	4
06/08/2020	Falls	5	1	Recap	A	1	1895	1894	1	24.5	SCR	4
21/07/2020	Falls	5	1	New Tag	A	1	1895	1894	1	24.5	SCR	4
23/07/2020	Falls	5	1	Recap	A	1	1895	1894	1	26.5	SCR	4
21/07/2020	Falls	5	1	New Tag	SA	2	1897	1896	0	16.5	NR	4
22/07/2020	Falls	5	1	Recap	SA	2	1897	1896	0	16.5	NR	4
17/07/2020	Falls	1	1	New Tag	A	1	1899	1898	0	19.5	SCR	4
04/08/2020	Falls	5	1	Recap	SA	2	1907	1896	0	18	NR	4
05/08/2020	Falls	5	1	Recap	SA	2	1907	1896	0	17.5	NR	4
06/08/2020	Falls	5	1	Recap	SA	2	1907	1896	0	18.5	NR	4
19/08/2020	Falls	5	1	Recap	SA	2	1907	1896	0	19	PERF	4
21/08/2020	Falls	5	1	Recap	A	2	1909	1908	0	25.5	PREG/LACT	4
23/07/2020	Falls	5	1	New Tag	A	2	1909	1908	0	23	LACT	4
04/08/2020	Falls	4	1	Recap	SA	2	1911	1910	0	13.5	NR	4
19/08/2020	Falls	4	1	Recap	SA	2	1911	1910	0	14	NR	4
20/08/2020	Falls	4	1	Recap	SA	2	1911	1910	0	13.5	NR	4
21/08/2020	Falls	4	1	Recap	SA	2	1911	1910	0	15	PERF	4
22/07/2020	Falls	4	1	New Tag	SA	2	1911	1910	0	12	NR	4
05/08/2020	Falls	3	1	Recap	SA	1	1913	1912	0	19	SCR	4
22/07/2020	Falls	3	1	New Tag	SA	1	1913	1912	0	15.5	SCR	4
05/08/2020	Falls	3	1	Recap	A	1	1915	1914	0	23.5	SCR	4
19/08/2020	Falls	3	1	Recap	A	1	1915	1914	0	23	SCR	4
22/07/2020	Falls	3	1	New Tag	A	1	1915	1914	0	21	SCR	4
19/08/2020	Falls	5	1	Recap	SA	1	1917	1916	0	17.5	NSCR	4
20/08/2020	Falls	5	1	Recap	SA	1	1917	1916	0	17	NSCR	4
22/07/2020	Falls	5	1	New Tag	SA	1	1917	1916	0		SCR	4
22/07/2020	Falls	5	1	New Tag	J	1	1919	1918	0	17	NSCR	4
06/08/2020	Falls	5	1	Recap	SA	1	1921	0072	0	20	NSCR	4
22/07/2020	Falls	5	1	New Tag	SA	1	1921	1920	0	15	NSCR	4
22/07/2020	Falls	5	1	New Tag	A	2	1923	1922	0	20	LACT	4
05/08/2020	Falls	4	1	Recap	SA	2	1925	1924	0	15	NR	4
06/08/2020	Falls	4	1	Recap	SA	2	1925	1924	0	13.5	NR	4
19/08/2020	Falls	4	1	Recap	SA	2	1925	1924	0	14	PERF	4
20/08/2020	Falls	4	1	Recap	SA	2	1925	1924	0	14	NR	4
21/07/2020	Falls	4	1	New Tag	SA	2	1925	1924	0	13.5	PERF	4
21/08/2020	Falls	4	1	Recap	SA	2	1925	1924	0	15.5	PERF	4
29/07/2020	Falls	2	1	New Tag	SA	1	1929	1928	0	19	NSCR	4
29/07/2020	Falls	3	1	New Tag	SA	1	1933	1932	0	15.5	NSCR	4
29/07/2020	Falls	2	1	New Tag	SA	2	1937	1936	0	19	NR	4
29/07/2020	Falls	2	1	New Tag	SA	2	1939	1938	0	16	NR	4
11/08/2020	Falls	2	1	Recap	SA	1	1941	1940	0	16.5	NSCR	4
29/07/2020	Falls	2	1	New Tag	SA	1	1941	1940	0	15.5	NSCR	4
29/07/2020	Falls	2	1	New Tag	J	2	1943	1942	0	14.5	NR	4
11/08/2020	Falls	2	1	Recap	SA	2	1948	1947	0	16	NR	4
28/07/2020	Falls	2	1	New Tag	SA	2	1948	1947	0	13.5	NR	4
28/07/2020	Falls	2	1	New Tag	SA	2	1950	1949	0	14.5	NR	4
04/08/2020	Falls	7	1	New Tag	SA	1	1957	1956	1	15.5	NSCR	4
05/08/2020	Falls	7	1	Recap	SA	1	1957	1956	1	15.5	NSCR	4
06/08/2020	Falls	7	1	Recap	SA	1	1957	1956	1	14	NSCR	4
13/08/2020	Falls	4	1	Recap	SA	1	1959	1958	0	16	NSCR	4
30/07/2020	Falls	4	1	New Tag	SA	1	1959	1958	0	14.5	NSCR	4
13/08/2020	Falls	4	1	Recap	SA	2	1961	1960	0	15	NR	4
30/07/2020	Falls	4	1	New Tag	SA	2	1961	1960	0	14	NR	4
11/08/2020	Falls	4	1	Recap	A	2	1963	1962	0	19	PREG	4
30/07/2020	Falls	4	1	New Tag	SA	2	1963	1962	0	13	NR	4
30/07/2020	Falls	4	1	New Tag	SA	1	1965	1964	0	13.5	NSCR	4
12/08/2020	Falls	1	1	Recap	SA	1	1967	1966	1	17	NSCR	4
30/07/2020	Falls	1	1	New Tag	A	1	1967	1966	0	15	NSCR	4
30/07/2020	Falls	1	1	New Tag	SA	2	1969	1968	0	14	PERF	4
30/07/2020	Falls	1	1	Recap	SA	2	1970	1736	0	14.5	NR	4
11/08/2020	Falls	1	1	Recap	SA	2	1973	1972	0	16.5	NR	4
30/07/2020	Falls	1	1	New Tag	SA	2	1973	1972	0	14	NR	4
28/07/2020	Falls	3	1	Recap	SA	1	1983	1635	0	17.5	NSCR	4
28/07/2020	Falls	2	1	New Tag	A	1	1986	1985	0	19	NSCR	4
28/07/2020	Falls	2	1	New Tag	SA	2	1988	1987	0	15	NR	4
30/07/2020	Falls	2	1	Recap	SA	2	1988	1987	0	14.5	NR	4
28/07/2020	Falls	2	1	New Tag	SA	2	1990	1989	0	15.5	NR	4
11/08/2020	Falls	2	1	Recap	A	2	1992	1991	0	19.5	PERF	4
28/07/2020	Falls	2	1	New Tag	A	2	1992	1991	0	20.5	PERF/LACT	4
29/07/2020	Falls	2	1	Recap	A	2	1992	1991	0	20.5	NR	4
23/07/2020	Falls	4	1	Handling Death	A	1	1994		0		SCR	4
04/08/2020	Falls	4	1	Recap	A	1	1996	1995	1	17.5	NSCR	4
05/08/2020	Falls	4	1	Recap	A	1	1996	1995	1	17.5	NSCR	4
06/08/2020	Falls	4	1	Recap	A	1	1996	1995	1	17.5	NSCR	4
19/08/2020	Falls	4	1	Recap	A	1	1996	1995	0	18	NSCR	4
20/08/2020	Falls	4	1	Recap	A	1	1996	1995	0	17.5	NSCR	4
21/08/2020	Falls	4	1	Recap	A	1	1996	1995	0	17.5	NSCR	4
23/07/2020	Falls	4	1	New Tag	SA	1	1996	1995	0	16	SCR	4
23/07/2020	Falls	3	1	New Tag	A	1	1998	1997	0	23.5	SCR	4
20/08/2020	Falls	3	1	Recap	A	1	2000	1999	0	19	SCR	4
23/07/2020	Falls	3	1	New Tag	SA	1	2000	1999	0	12.5	SCR	4
05/08/2020	Falls	9	1	New Tag	A	1		0012	0	19.5	SCR	4
06/08/2020	Falls	9	1	Recap	A	1		0012	0	18	NSCR	4
30/07/2020	Falls	2	1	Trap Predation	A	1			0			4
06/08/2020	Falls	7	2	New Tag	A	2	0011		1	28	PREG/LACT	4
19/08/2020	Falls	7	2	Recap	A	2	0011		0	25	LACT	4
20/08/2020	Falls	7	2	Recap	A	2	0011		0	26	LACT	4
05/08/2020	Falls	7	2	New Tag	A	1	0020		1	20.5	NSCR	4
11/08/2020	Falls	2	2	New Tag	A	2	0042		0	21	NR	4
11/08/2020	Falls	2	2	New Tag	A	2	0043		1	20	NR	4
04/08/2020	Falls	5	2	New Tag	A	2	0077		1	23	NR	4
04/08/2020	Falls	5	2	New Tag	A	1	0080		1	29.5	SCR	4
19/08/2020	Falls	4	2	New Tag	A	2	0104		1	29	NR	4
20/08/2020	Falls	4	2	Recap	A	2	0104		1	25	NR	4
19/08/2020	Falls	5	2	New Tag	A	2	0127		0	21.5	NR	4
21/08/2020	Falls	5	2	Recap	A	2	0127		0	25.5	PERF	4
21/08/2020	Falls	7	2	New Tag	A	1	0230		1	26	SCR	4
19/08/2020	Falls	7	2	New Tag	A	2	0248		1	24.5	LACT	4
21/08/2020	Falls	7	2	Recap	A	2	0248		1	23.5	LACT	4
20/08/2020	Falls	7	2	Recap	A	2	1248		1	24	LACT	4
12/07/2020	Falls	2	2	New Tag	A	1	1639		1	22	SCR	4
23/07/2020	Falls	7	2	New Tag	A	2	1705		1	22.5	PREG	4
22/07/2020	Falls	8	2	New Tag	A	2	1714		0	29	PREG/LACT	4
15/07/2020	Falls	4	2	New Tag	A	2	1848		1	27.5	PREG	4
30/07/2020	Falls	2	2	Handling Death	A	2	1931		1	21.5	NR	4
05/08/2020	Falls	7	2	New Tag	A	2	1951		1	30.5	PREG/LACT	4
04/08/2020	Falls	7	2	New Tag	A	2	1955		1	17	NR	4
05/08/2020	Falls	7	2	Recap	A	2	1955		1	17.5	NR	4
06/08/2020	Falls	7	2	Recap	A	2	1955		1	17.5	NR	4
19/08/2020	Falls	7	2	Recap	A	2	1955		1	23.5	NR	4
21/08/2020	Falls	7	2	Recap	A	2	1955		1	23	NR	4
22/07/2020	Falls	5	2	New Tag	A	1	1979		1	30	SCR	4
22/07/2020	Falls	5	2	New Tag	A	2	1981		0	21	PERF	4
12/08/2020	Falls	2	2	Trap Death	A	2			1		NR	4
06/08/2020	Falls	8	3	New Tag	A	2	0000		0	27	PREG	4
19/08/2020	Falls	7	3	New Tag	A	2	0028		0	19	NR	4
20/08/2020	Falls	7	3	Recap	A	2	0028		0	26.5	NR	4
21/08/2020	Falls	7	3	Recap	A	2	0028		0	21.5	NR	4
19/08/2020	Falls	7	3	New Tag	A	1	0029		0	18	NSCR	4
06/08/2020	Falls	8	3	New Tag	A	2	0049		0	17.5	PERF	4
21/08/2020	Falls	8	3	Recap	A	2	0049		0	22.5	NR	4
06/08/2020	Falls	8	3	New Tag	A	2	0050		0	24	LACT	4
19/08/2020	Falls	8	3	Recap	A	2	0050		0	27.5	LACT	4
20/08/2020	Falls	8	3	Recap	A	2	0050		0	25	LACT	4
21/08/2020	Falls	8	3	Recap	A	2	0050		0	28.5	LACT	4
12/08/2020	Falls	4	3	New Tag	A	2	0053		0	18.5	NR	4
20/08/2020	Falls	5	3	New Tag	SA	1	0138		0	16.5	NSCR	4
21/08/2020	Falls	8	3	New Tag	A	1	0171		0	24.5	SCR	4
20/08/2020	Falls	8	3	New Tag	A	2	0231		0	22	NR	4
21/08/2020	Falls	8	3	Recap	A	2	0231		0	22.5	NR	4
20/08/2020	Falls	7	3	Recap	A	2	0249		0	17.5	NR	4
21/08/2020	Falls	7	3	Recap	A	1	0250		0	20.5	NSCR	4
12/08/2020	Falls	4	3	New Tag	A	1	0275		0	20	NSCR	4
04/08/2020	Falls	7	3	Recap	A	2	1013		0	23	LACT	4
05/08/2020	Falls	7	3	Recap	A	2	1013		0	22.5	LACT	4
06/08/2020	Falls	7	3	Recap	A	2	1013		0	23.5	LACT	4
19/08/2020	Falls	7	3	Recap	A	2	1013		0	29.5	PREG	4
20/08/2020	Falls	7	3	Recap	A	2	1013		0	27.5	PREG	4
21/07/2020	Falls	7	3	Recap	A	2	1013		0	22.5	LACT	4
22/07/2020	Falls	7	3	Recap	A	2	1013		0	21.5	LACT	4
23/07/2020	Falls	7	3	Recap	A	2	1013		0	21.5	LACT	4
19/08/2020	Falls	7	3	New Tag	A	2	1249		0	18	NR	4
19/08/2020	Falls	7	3	New Tag	A	2	1250		0	21	NR	4
04/08/2020	Falls	8	3	Recap	A	2	1371		0	23	LACT	4
06/08/2020	Falls	8	3	Recap	A	2	1371		0	25.5	LACT	4
20/08/2020	Falls	8	3	Recap	A	2	1371		0	23	LACT	4
21/08/2020	Falls	8	3	Recap	A	2	1371		0	26.5	LACT	4
22/07/2020	Falls	8	3	Recap	A 	2	1371		0	23.5	LACT	4
21/07/2020	Falls	7	3	New Tag	A	2	1540		0	23	LACT	4
22/07/2020	Falls	7	3	Recap	A	2	1540		0	20	PERF/LACT	4
17/07/2020	Falls	4	3	Recap	A	2	1765		0	31	PREG/LACT	4
04/08/2020	Falls	7	3	New Tag	A	2	1953		0	17.5	PREG	4
04/08/2020	Falls	7	3	New Tag	J	2	1954		0	14.5	NR	4
19/08/2020	Falls	7	3	Recap	J	2	1954		0	21	NR	4
20/08/2020	Falls	7	3	Recap	J	2	1954		0	17.5	NR	4
21/08/2020	Falls	7	3	Recap	J	2	1954		0	16	NR	4
23/07/2020	Falls	5	3	New Tag	A	2	1980		0	22.5	NR	4
12/08/2020	Falls	4	3	Recap	A	2		1730	0	34.5	PREG/LACT	4
13/08/2020	Falls	4	3	Recap	A	2		1730	0	33	PREG/LACT	4
29/07/2020	Falls	4	3	New Tag	A	2		1730	0	30	PERF/LACT	4
